"DataMessageGUID","SensorID","Sensor Name","Date","Formatted Value"
"5c90b068-7f12-43da-9c7c-0722f8ec730c","466021","Humidity - 466021","19-11-15 11:22","33.78% @ 24.9° C"
"c6bed720-38b9-4b0e-bf80-c430f67449c2","466021","Humidity - 466021","19-11-15 11:12","33.83% @ 24.9° C"
"0df7d485-ee47-4055-af99-1080b9349eb2","466021","Humidity - 466021","19-11-15 11:02","33.91% @ 24.9° C"
"1dbb316c-55cd-40d1-8d67-f5df0b3bda6c","466021","Humidity - 466021","19-11-15 10:52","33.94% @ 24.9° C"
"82b2e3ae-0b21-413c-82c9-ef5e22f63653","466021","Humidity - 466021","19-11-15 10:42","33.98% @ 24.9° C"
"95e4e362-9de5-4544-beb7-4eef192e0b22","466021","Humidity - 466021","19-11-15 10:32","34.11% @ 25° C"
"0b79c27a-9470-48c7-bfa8-ed96e4bf3ba1","466021","Humidity - 466021","19-11-15 10:22","34.22% @ 25° C"
"57b53563-f216-4921-bb5c-3364bb172838","466021","Humidity - 466021","19-11-15 10:12","34.27% @ 25° C"
"af5e50cf-a845-46c7-86d0-bb2bf727bc2f","466021","Humidity - 466021","19-11-15 10:02","34.3% @ 25° C"
"f37a721b-4515-42d1-b992-58e7ba3dca12","466021","Humidity - 466021","19-11-15 09:52","34.24% @ 25° C"
"a01301c6-9d5f-4de3-93b1-8ef9054ae94b","466021","Humidity - 466021","19-11-15 09:42","34.21% @ 25° C"
"04bc3053-21fa-470f-88ad-e84fb8342f65","466021","Humidity - 466021","19-11-15 09:32","34.37% @ 25° C"
